"","CUST_ID","BALANCE","BALANCE_FREQUENCY","PURCHASES","ONEOFF_PURCHASES","INSTALLMENTS_PURCHASES","CASH_ADVANCE","PURCHASES_FREQUENCY","ONEOFF_PURCHASES_FREQUENCY","PURCHASES_INSTALLMENTS_FREQUENCY","CASH_ADVANCE_FREQUENCY","CASH_ADVANCE_TRX","PURCHASES_TRX","CREDIT_LIMIT","PAYMENTS","MINIMUM_PAYMENTS","PRC_FULL_PAYMENT","TENURE","Monthly_Avg_PURCHASES","Monthly_CASH_ADVANCE","LIMIT_USAGE","MIN_PAYMENTS_RATIO"
"942","C10975",2072.457624,1,17409.21,11263.17,6146.04,0,1,1,1,0,0,175,19500,19517.1616,517.324081,0.333333,12,1450.7675,NA,0.106279878153846,37.7271469023303
"943","C10976",3215.307061,1,0,0,0,629.109981,0,0,0,0.583333,11,0,3500,1333.839527,1644.952704,0,12,NA,89.8729057845176,0.918659160285714,0.810868010828839
"944","C10977",2437.750644,0.9,1177.64,1177.64,0,2961.278225,0.5,0.5,0,0.4,7,29,3000,1325.182603,1000.843859,0,10,235.528,740.31955625,0.812583548,1.32406527859807
"945","C10978",460.432607,1,1009.44,858.48,150.96,0,0.916667,0.583333,0.75,0,0,25,4000,1292.401995,221.145007,0,12,91.7672393573675,NA,0.11510815175,5.84413825359394
"946","C10979",1895.695148,1,200,200,0,493.281286,0.083333,0.083333,0,0.25,7,3,2000,861.663355,3302.012395,0,12,200.0008000032,164.427095333333,0.947847574,0.260950975321823
"947","C10980",51.161976,0.25,736.72,736.72,0,0,0.5,0.5,0,0,0,5,4500,1665.89154,54.443091,1,8,184.18,NA,0.011369328,30.5987685379583
"948","C10981",40.332553,0.545455,158.37,0,158.37,0,0.083333,0,0.083333,0,0,1,3000,2280.290156,72.792874,0,12,158.370633482534,NA,0.0134441843333333,31.3257332853763
"949","C10982",1.355556,0.727273,0.01,0.01,0,0,0.083333,0.083333,0,0,0,1,6500,0,NA,0,12,0.01000004000016,NA,0.000208547076923077,NA
"950","C10983",1462.280124,1,516,0,516,0,1,0,1,0,0,12,1500,752.367432,1009.381645,0,12,43,NA,0.974853416,0.745374592184109
"951","C10984",337.629461,1,251.44,251.44,0,0,1,1,0,0,0,12,6000,0,NA,0,12,20.9533333333333,NA,0.0562715768333333,NA
"952","C10985",1518.813947,1,2110.98,1748.98,362,0,0.9,0.5,0.6,0,0,20,1700,663.894987,555.397214,0,10,234.553333333333,NA,0.893419968823529,1.19535166951702
"953","C10986",1538.569369,1,3852.37,2681.99,1170.38,0,1,0.75,0.75,0,0,35,6000,3386.915692,393.411779,0.272727,12,321.030833333333,NA,0.256428228166667,8.60908562679309
"954","C10987",1084.291919,1,270,270,0,0,0.25,0.25,0,0,0,3,1200,371.168672,229.778025,0,12,90,NA,0.903576599166667,1.61533580941868
"955","C10988",3908.10498,1,1238.12,1159.3,78.82,1799.316522,0.666667,0.583333,0.166667,0.25,4,13,6000,1147.443975,870.610813,0,12,154.764922617539,599.772174,0.65135083,1.31797579109553
"956","C10989",16.553858,0.272727,308.16,308.16,0,0,0.25,0.25,0,0,0,3,2500,291.719987,28.242152,0,12,102.72,NA,0.0066215432,10.3292407391618
"957","C10990",243.010712,0.363636,0,0,0,1222.166225,0,0,0,0.166667,3,0,12000,196.932031,58.778054,0,12,NA,611.081890336219,0.0202508926666667,3.35043468774927
"958","C10991",463.07144,1,1817.84,1817.84,0,0,0.333333,0.333333,0,0,0,4,6000,0,NA,0,12,454.460454460454,NA,0.0771785733333333,NA
"959","C10992",192.037218,0.909091,1000,1000,0,0,0.083333,0.083333,0,0,0,1,1500,1128.431348,157.31769,0.090909,12,1000.004000016,NA,0.128024812,7.1729463355329
"960","C10993",1493.440295,1,0,0,0,77.328556,0,0,0,0.25,3,0,1600,455.872747,430.722903,0,12,NA,25.7761853333333,0.933400184375,1.05838984605841
"961","C10994",853.34928,0.8,3209.14,2795.14,414,898.013564,0.7,0.6,0.5,0.2,3,28,10000,2841.834049,255.098434,0,10,458.448571428571,449.006782,0.085334928,11.1401469794989
"962","C10995",1295.446588,1,886.37,886.37,0,1310.182842,0.333333,0.333333,0,0.416667,8,7,1800,2966.291948,493.349977,0,12,221.592721592722,262.036358770913,0.719692548888889,6.0125511022371
"963","C10996",4890.470857,0.909091,0,0,0,9009.157522,0,0,0,0.454545,5,0,7500,7296.483613,1278.064978,0,11,NA,1801.83330623331,0.652062780933333,5.70900833572485
"964","C10997",1905.101343,1,455.72,0,455.72,0,1,0,1,0,0,22,3000,576.311637,701.949213,0,12,37.9766666666667,NA,0.635033781,0.8210161452236
"965","C10998",69.016286,0.909091,749.9,0,749.9,0,0.909091,0,0.818182,0,0,10,1500,701.387872,152.188982,0.777778,11,74.9899925010008,NA,0.0460108573333333,4.60866393074369
"966","C10999",2872.838687,1,555,0,555,0,0.666667,0,0.583333,0,0,12,3000,1397.027257,1680.543762,0,12,69.3749653125173,NA,0.957612895666667,0.831294780052267
"967","C11000",2437.73951,1,1093.93,695.29,398.64,822.700458,1,0.25,1,0.166667,4,15,2900,556.213673,1049.416303,0,12,91.1608333333333,411.349406301187,0.840599831034483,0.530021947829412
"968","C11001",160.816558,1,1755.76,1755.76,0,0,1,1,0,0,0,20,2500,1633.050111,194.343579,0.916667,12,146.313333333333,NA,0.0643266232,8.40290232073991
"969","C11002",2802.369018,1,829.15,0,829.15,476.329395,0.416667,0,0.333333,0.083333,1,5,3000,1393.564911,634.196389,0,12,165.829867336106,476.331300325201,0.934123006,2.19737124835632
"970","C11003",4618.091584,1,541.68,541.68,0,3580.753362,0.166667,0.166667,0,0.166667,2,2,8500,0,NA,0,12,270.839458321083,1790.3731002538,0.543304892235294,NA
"971","C11004",3108.393701,0.9,26582.34,15158.9,11423.44,0,0.9,0.8,0.8,0,0,55,28000,26557.09724,586.029097,0.875,10,2953.59333333333,NA,0.11101406075,45.3170284136933
"972","C11005",3946.421177,1,1508.54,1508.54,0,0,1,1,0,0,0,16,8500,0,NA,0,12,125.711666666667,NA,0.464284844352941,NA
"973","C11006",560.414016,1,99,99,0,909.10915,0.083333,0.083333,0,0.25,3,1,1000,407.819493,141.935936,0,12,99.000396001584,303.036383333333,0.560414016,2.8732645480282
"974","C11007",2001.030926,1,1534.98,1424.58,110.4,1407.204652,1,0.75,0.333333,0.666667,17,32,4000,867.884346,1313.87778,0,12,127.915,175.900493549753,0.5002577315,0.66055181023002
"975","C11008",1216.893766,1,76.3,76.3,0,0,0.166667,0.166667,0,0,0,3,1200,533.085955,7781.671432,0,12,38.1499237001526,NA,1.01407813833333,0.0685053281494037
"976","C11009",343.966223,1,3927.12,0,3927.12,0,1,0,1,0,0,34,5500,3626.983417,198.454649,0.333333,12,327.26,NA,0.0625393132727273,18.2761322814866
"977","C11010",887.679317,1,1486.31,179.75,1306.56,0,1,0.833333,0.916667,0,0,39,1800,0,NA,0,12,123.859166666667,NA,0.493155176111111,NA
"978","C11011",5573.146558,1,435.14,435.14,0,3935.733135,1,1,0,0.333333,7,14,7000,1587.909833,1390.110596,0,12,36.2616666666667,983.934267684268,0.796163794,1.14229028795922
"979","C11012",31.490163,0.636364,280.35,280.35,0,900.547414,0.166667,0.166667,0,0.166667,2,3,4000,0,NA,0,12,140.174719650561,450.272806454387,0.00787254075,NA
"980","C11013",1464.19148,1,367.94,246.2,121.74,0,0.583333,0.25,0.416667,0,0,9,1500,719.945677,1546.605424,0,12,52.5628871787927,NA,0.976127653333333,0.465500550966644
"981","C11014",114.38833,1,182,0,182,0,0.333333,0,0.333333,0,0,4,1500,169.708108,168.97377,0.083333,12,45.5000455000455,NA,0.0762588866666667,1.00434586977612
"982","C11015",1355.312146,0.818182,1682.06,1383.74,298.32,0,1,0.25,1,0,0,15,13000,6965.353704,487.620635,0,12,140.171666666667,NA,0.104254780461538,14.2843702748552
"983","C11016",357.62718,1,3070.45,1864.11,1206.34,0,0.916667,0.916667,0.416667,0,0,20,18500,4023.111073,169.763154,1,12,279.131716679376,NA,0.0193311989189189,23.6983761093411
"984","C11017",1368.288512,1,34,0,34,135.178439,0.083333,0,0.083333,0.25,3,1,1600,1913.744848,530.3496,0,12,34.000136000544,45.0594796666667,0.85518032,3.60845911451616
"985","C11018",2870.08219,0.909091,490.21,490.21,0,10735.1018,0.272727,0.272727,0,0.636364,29,3,6000,5956.127312,991.468328,0,11,163.40349673683,1533.58509509423,0.478347031666667,6.00738031038748
"986","C11019",2797.233197,1,2197.21,1101.76,1095.45,1824.823395,1,0.25,1,0.083333,2,31,4000,0,NA,0,12,183.100833333333,1824.83069432278,0.69930829925,NA
"987","C11020",1055.53207,1,170,0,170,0,0.25,0,0.166667,0,0,3,1200,229.301004,299.351881,0,12,56.6666666666667,NA,0.879610058333333,0.765991525538468
"988","C11021",3421.5478,1,36,0,36,19.042417,0.083333,0,0.083333,0.083333,1,1,3500,404.993426,10849.43809,0,12,36.000144000576,19.0424931699727,0.977585085714286,0.0373285162457662
"989","C11022",165.700863,1,1806.97,132.81,1674.16,0,1,0.25,1,0,0,28,3500,1595.482975,163.30874,1,12,150.580833333333,NA,0.0473431037142857,9.76973415507339
"990","C11023",5317.783607,1,0,0,0,5833.696908,0,0,0,0.416667,8,0,6500,3154.862353,1369.775906,0,12,NA,1166.73844820924,0.818120554923077,2.30319597474362
"991","C11024",1532.278572,1,2612.1,1375.5,1236.6,0,0.916667,0.916667,0.75,0,0,135,6500,1348.321843,433.618672,0,12,237.463550013255,NA,0.235735164923077,3.10946444437245
"992","C11025",1506.516549,1,1188.78,179.56,1009.22,65.104506,1,0.333333,1,0.083333,2,91,6500,2813.165078,369.901866,0.166667,12,99.065,65.1047664190657,0.231771776769231,7.60516595501576
"993","C11026",195.804466,0.909091,0,0,0,477.378737,0,0,0,0.083333,1,0,1950,550.825801,140.447701,0.1,12,NA,477.380646522586,0.100412546666667,3.92192821297943
"994","C11027",2845.16043,0.727273,735.09,652.94,82.15,0,0.666667,0.25,0.333333,0,0,8,10500,6006.492582,888.901116,0,12,91.886204056898,NA,0.27096766,6.75721120593126
"995","C11028",1268.352178,1,1533.28,0,1533.28,2294.002357,1,0,0.916667,0.333333,8,20,1200,3363.275481,2639.29297,0,12,127.773333333333,573.501162751163,1.05696014833333,1.27430926359039
"996","C11029",1250.394614,0.909091,443.99,443.99,0,0,0.272727,0.272727,0,0,0,3,3500,273.823646,259.715939,0,11,147.996814663481,NA,0.357255604,1.05431975817241
"997","C11030",9.503968,1,96.62,0,96.62,0,1,0,1,0,0,19,4500,1086.932525,92.217936,0.25,12,8.05166666666667,NA,0.00211199288888889,11.7865631366983
"998","C11031",2285.068731,1,0,0,0,1173.310874,0,0,0,0.166667,5,0,2500,381.672065,1003.265207,0,12,NA,586.654263691473,0.9140274924,0.380429882684051
"999","C11032",2928.756699,1,160.92,0,160.92,319.931964,1,0,1,0.333333,5,12,3000,1142.847203,1098.479834,0,12,13.41,79.983070983071,0.976252233,1.04038978925853
"1000","C11033",1460.178578,1,937.96,100,837.96,0,1,0.083333,1,0,0,40,1500,1186.859701,1320.855292,0,12,78.1633333333333,NA,0.973452385333333,0.898553920469889
"1001","C11034",2022.469335,1,22.5,0,22.5,0,0.416667,0,0.416667,0,0,5,10000,2062.495163,435.662185,0,12,4.49999640000288,NA,0.2022469335,4.73416154537259
"1002","C11035",1651.127455,1,720.18,478.53,241.65,0,0.583333,0.166667,0.333333,0,0,7,5000,0,NA,0,12,102.882915933095,NA,0.330225491,NA
"1003","C11036",76.483078,0.727273,69,69,0,0,0.083333,0.083333,0,0,0,1,4500,462.226271,100.023175,0,12,69.000276001104,NA,0.0169962395555556,4.62119174881221
"1004","C11038",3766.072756,1,64.82,34.96,29.86,298.108645,0.25,0.083333,0.166667,0.166667,4,3,4150,1019.849756,1260.262738,0,12,21.6066666666667,149.054024391951,0.907487411084337,0.809235824601521
"1005","C11039",1083.07662,1,0,0,0,91.903204,0,0,0,0.083333,1,0,1200,309.300185,476.830891,0,12,NA,91.9035716142864,0.90256385,0.648658027065616
"1006","C11040",250.123525,0.909091,2655.99,2655.99,0,0,0.916667,0.916667,0,0,0,21,3600,3155.89347,168.814522,0.727273,12,241.453548562346,NA,0.0694787569444444,18.6944430645605
"1007","C11041",41.146561,1,825,0,825,0,1,0,1,0,0,12,2500,887.677869,132.020035,0.727273,12,68.75,NA,0.0164586244,6.72381179871676
"1008","C11042",3340.233396,1,1783.57,1400.59,382.98,9569.469311,0.833333,0.25,0.75,0.833333,29,22,8000,6173.822229,1030.053642,0,12,178.357071342829,956.947313878926,0.4175291745,5.99369001502933
"1009","C11043",97.649883,0.454545,1092.59,673.11,419.48,0,1,0.166667,1,0,0,26,18000,1399.323719,108.410954,0.090909,12,91.0491666666667,NA,0.0054249935,12.907586063674
"1010","C11044",253.143106,0.142857,0,0,0,3351.385591,0,0,0,0.142857,3,0,5000,0,NA,0,7,NA,3351.38894238894,0.0506286212,NA
"1011","C11045",1239.889457,1,3914.15,2643,1271.15,0,0.583333,0.25,0.416667,0,0,12,9500,3980.107176,511.121978,0.083333,12,559.164605236917,NA,0.130514679684211,7.78700065212222
"1012","C11046",3846.498183,1,788.54,734.45,54.09,69.894469,0.545455,0.363636,0.181818,0.090909,2,8,4200,2071.865365,1445.432949,0,11,131.42322381398,69.8945388945389,0.915832900714286,1.43338739194605
"1013","C11047",12373.33348,1,830.15,200,630.15,10249.921,0.75,0.166667,0.583333,0.916667,26,14,11000,14040.86635,12245.92601,0,12,92.2388888888889,931.81066115976,1.12484849818182,1.14657448840817
"1014","C11048",1958.327414,1,0,0,0,39.461591,0,0,0,0.083333,1,0,2100,404.070285,999.050377,0,12,NA,39.4617488469954,0.932536863809524,0.404454364166663
"1015","C11049",411.727643,0.909091,1037.82,1037.82,0,0,0.5,0.5,0,0,0,12,6500,1461.416883,214.724575,0.1,12,172.97,NA,0.0633427143076923,6.80600663896995
"1016","C11050",1548.76729,1,723.65,723.65,0,0,1,1,0,0,0,24,8500,0,NA,0,12,60.3041666666667,NA,0.182207916470588,NA
"1017","C11051",2128.151695,1,0,0,0,19.345729,0,0,0,0.083333,1,0,2100,138.907177,13266.3819,0,12,NA,19.3458063832255,1.01340556904762,0.0104706149760395
"1018","C11052",1046.785259,0.555556,0,0,0,2908.400137,0,0,0,0.333333,13,0,3000,87.879339,630.679799,0,9,NA,969.467681801015,0.348928419666667,0.139340659300235
"1019","C11053",640.595851,1,2496.57,1837.56,659.01,0,0.5,0.333333,0.166667,0,0,14,3000,1145.707252,201.050218,0,12,416.095,NA,0.213531950333333,5.69861233376031
"1020","C11054",270.096134,0.818182,3061.26,1913.26,1148,0,0.666667,0.333333,0.666667,0,0,20,6000,3594.046318,152.391012,0.454545,12,382.657308671346,NA,0.0450160223333333,23.5843720100763
"1021","C11055",1583.622027,1,45.65,45.65,0,0,0.090909,0.090909,0,0,0,1,1700,317.911208,481.237501,0,11,45.6500456500456,NA,0.931542368823529,0.660611875299386
"1022","C11056",380.384776,0.545455,1188,1188,0,0,0.083333,0.083333,0,0,0,2,9000,2461.320337,158.339807,0,12,1188.00475201901,NA,0.0422649751111111,15.5445455165927
"1023","C11057",445.409094,1,307.11,163.29,143.82,0,0.833333,0.25,0.666667,0,0,12,1500,467.844102,171.370838,0,12,30.7110122844049,NA,0.296939396,2.73001000321887
"1024","C11058",117.949494,1,1368.88,1088.23,280.65,0,1,0.166667,1,0,0,15,4500,455.527411,179.475148,1,12,114.073333333333,NA,0.0262109986666667,2.53810856865821
"1025","C11059",2608.143732,1,207.68,207.68,0,189.874314,0.083333,0.083333,0,0.083333,1,1,3000,1243.840314,638.679282,0,12,207.680830723323,189.875073500294,0.869381244,1.94751943433167
"1026","C11060",48.521324,1,514.97,514.97,0,0,1,1,0,0,0,16,5500,380.613937,208.568375,0.25,12,42.9141666666667,NA,0.00882205890909091,1.82488805889196
"1027","C11061",1076.571029,1,45.65,45.65,0,48.730842,0.083333,0.083333,0,0.083333,1,1,1200,299.78995,374.377774,0,12,45.6501826007304,48.7310369241477,0.897142524166667,0.80076855737702
"1028","C11062",2294.145941,1,29.29,0,29.29,137.256946,0.083333,0,0.083333,0.083333,2,1,2100,149.363733,17693.07847,0,12,29.2901171604686,137.25749502998,1.09245044809524,0.00844193017361325
"1029","C11063",25.570988,0.454545,45.65,45.65,0,0,0.083333,0.083333,0,0,0,1,1500,491.455491,117.808437,0,12,45.6501826007304,NA,0.0170473253333333,4.1716493615818
"1030","C11064",5049.442457,1,0,0,0,3631.844028,0,0,0,0.333333,5,0,8500,8574.541634,1473.841361,0,12,NA,907.961914961915,0.594052053764706,5.81781856643118
"1031","C11065",5516.201451,1,0,0,0,2941.903445,0,0,0,0.333333,11,0,6000,1443.4332,1406.909258,0,12,NA,735.476596726597,0.9193669085,1.02596041058961
"1032","C11066",300.782119,0.909091,2590.95,2330.95,260,0,0.75,0.666667,0.25,0,0,18,10000,3286.584674,168.321916,0.875,12,287.883333333333,NA,0.0300782119,19.5255897277215
"1033","C11067",1133.090254,1,85.92,0,85.92,551.078807,0.583333,0,0.583333,1,13,7,1200,0,NA,0,12,12.2742927281673,45.9232339166667,0.944241878333333,NA
"1034","C11068",5842.231445,1,452.59,241.53,211.06,786.62111,0.916667,0.416667,0.916667,0.25,5,22,7500,4431.489516,2071.432892,0,12,41.144530492898,262.207036666667,0.778964192666667,2.139335304134
"1035","C11069",7.980453,0.272727,0,0,0,95.842922,0,0,0,0.083333,1,0,9500,198.014471,165.091997,0,12,NA,95.8433053732215,0.000840047684210526,1.19941895790382
"1036","C11070",4677.242936,1,125,0,125,2406.229924,0.583333,0,0.5,0.5,6,10,5000,1087.866649,1092.737436,0,12,17.8571530612303,401.038320666667,0.9354485872,0.995542582472667
"1037","C11071",1095.27596,1,119,119,0,54.739913,0.083333,0.083333,0,0.25,3,1,1200,365.05305,540.656023,0,12,119.000476001904,18.2466376666667,0.912729966666667,0.675203890219124
"1038","C11072",6432.685892,1,0,0,0,3249.062265,0,0,0,0.5,16,0,7000,1549.916395,2295.219735,0,12,NA,541.5103775,0.918955127428571,0.675280179655653
"1039","C11073",328.242971,1,1555.66,1023.9,531.76,0,1,0.25,1,0,0,26,3500,1052.275904,206.423078,0,12,129.638333333333,NA,0.093783706,5.09766598868369
"1040","C11074",448.788728,1,32.38,32.38,0,545.642707,0.083333,0.083333,0,0.083333,2,1,5000,0,NA,0,12,32.3801295205181,545.644889579558,0.0897577456,NA
"1041","C11075",209.178326,0.5,34,19,15,0,0.5,0.166667,0.166667,0,0,3,6000,635.909695,81.198552,0,6,11.3333333333333,NA,0.0348630543333333,7.83153984075972
"1042","C11076",1463.302373,0.272727,0,0,0,586.02924,0,0,0,0.083333,1,0,17000,17194.62756,968.603795,0.25,12,NA,586.031584126336,0.0860766101764706,17.7519721156988
"1043","C11077",7024.269179,1,130.4,0,130.4,1916.534565,0.333333,0,0.25,0.083333,1,4,10200,0,NA,0,12,32.6000326000326,1916.54223116892,0.688653841078431,NA
"1044","C11078",68.690623,1,734.37,59,675.37,0,1,0.083333,1,0,0,30,10500,837.517806,178.75204,0.75,12,61.1975,NA,0.0065419640952381,4.6853608272107
"1045","C11079",1268.144319,1,0,0,0,1331.166485,0,0,0,0.428571,5,0,1500,499.961286,206.737107,0,7,NA,443.722605389272,0.845429546,2.41834324401183
"1046","C11080",28.329892,1,292.59,292.59,0,0,1,1,0,0,0,12,5000,0,NA,0,12,24.3825,NA,0.0056659784,NA
"1047","C11081",140.349336,0.363636,1042.52,1042.52,0,0,0.083333,0.083333,0,0,0,1,6000,3212.647061,260.066741,0.5,12,1042.52417009668,NA,0.023391556,12.3531638403544
"1048","C11082",1838.106824,1,2682.25,2632.4,49.85,188.36824,1,1,0.083333,0.083333,1,16,4500,1891.062946,429.697372,0,12,223.520833333333,188.368993475974,0.408468183111111,4.4009181094084
"1049","C11083",1688.534078,1,280,280,0,49.117804,0.166667,0.166667,0,0.083333,1,3,1800,547.982657,664.585302,0,12,139.99972000056,49.1180004720019,0.938074487777778,0.82454826393377
"1050","C11084",1048.067171,1,0,0,0,158.347647,0,0,0,0.25,3,0,1200,369.895952,281.091657,0,12,NA,52.782549,0.873389309166667,1.3159264702047
"1051","C11085",4862.641586,1,1302.37,1302.37,0,1279.629012,0.5,0.5,0,0.25,3,9,6000,1723.432154,1836.602896,0,12,217.061666666667,426.543004,0.810440264333333,0.938380396629844
"1052","C11086",554.289791,1,90,90,0,0,0.083333,0.083333,0,0,0,1,7000,414.117463,189.979169,0,12,90.00036000144,NA,0.0791842558571429,2.17980458162758
"1053","C11087",65.645186,0.545455,735.69,85.5,650.19,0,0.5,0.083333,0.416667,0,0,16,3000,1302.778971,140.751691,1,12,122.615,NA,0.0218817286666667,9.25586727764429
"1054","C11088",1389.598597,1,6058.03,3391.88,2666.15,3517.94774,1,0.166667,1,0.25,6,52,4000,6528.829703,550.971147,0,12,504.835833333333,1172.64924666667,0.34739964925,11.8496762281456
"1055","C11089",230.161419,0.888889,750.05,160.05,590,0,0.666667,0.111111,0.555556,0,0,7,14000,1207.021598,116.531467,0,9,125.008270829198,NA,0.0164401013571429,10.3579027113767
"1056","C11090",56.536572,1,499.92,0,499.92,0,1,0,1,0,0,12,3000,496.551862,194.502845,0.416667,12,41.66,NA,0.018845524,2.55292852914311
"1057","C11091",39.37618,1,256.5,0,256.5,0,0.75,0,0.666667,0,0,9,1200,164.37267,131.106729,0.166667,12,28.5,NA,0.0328134833333333,1.25373175926005
"1058","C11092",52.0899,0.727273,230.15,230.15,0,0,1,1,0,0,0,12,1600,0,NA,0,12,19.1791666666667,NA,0.0325561875,NA
"1059","C11093",224.937583,1,1956.8,105.8,1851,0,1,0.083333,1,0,0,31,10000,1908.733611,185.371629,1,12,163.066666666667,NA,0.0224937583,10.2967947214835
"1060","C11094",8823.284205,1,3719,2293.18,1425.82,29282.10915,1,0.75,1,0.416667,26,61,15500,28150.97869,7321.639932,0.083333,12,309.916666666667,5856.41714486628,0.569244142258065,3.84490072599216
"1061","C11095",1005.332554,1,0,0,0,19.503826,0,0,0,0.083333,1,0,1200,347.446739,425.777184,0,12,NA,19.5039040156161,0.837777128333333,0.816029491613153
"1062","C11096",160.852061,0.888889,4704.98,2017.22,2687.76,0,0.888889,0.666667,0.777778,0,0,45,4500,4372.542801,129.801874,0.833333,9,588.122426484697,NA,0.0357449024444444,33.6862840747584
"1063","C11097",1594.527848,1,60,60,0,97.854366,1,1,0,0.083333,1,12,1800,422.765741,385.395799,0,12,5,97.8547574190297,0.885848804444444,1.096965099508
"1064","C11098",5961.863054,1,320.08,64.03,256.05,3134.417004,1,0.083333,0.916667,0.583333,17,13,7000,1894.746827,2168.95118,0,12,26.6733333333333,447.774113585208,0.851694722,0.873577443545779
"1065","C11099",864.975705,1,66.7,66.7,0,75.254745,0.083333,0.083333,0,0.083333,1,1,1000,413.167127,240.517311,0,12,66.7002668010672,75.2550460201841,0.864975705,1.71782698418743
"1066","C11100",2683.746154,1,130,130,0,0,0.083333,0.083333,0,0,0,1,4500,610.42602,891.684832,0,12,130.00052000208,NA,0.596388034222222,0.684575982559721
"1067","C11101",6.914784,0.454545,71.4,0,71.4,0,0.166667,0,0.083333,0,0,2,2000,21.55251,112.584481,0,12,35.6999286001428,NA,0.003457392,0.191434110710161
"1068","C11102",1747.11949,1,285.45,285.45,0,1429.489972,0.333333,0.333333,0,0.416667,7,10,3000,420.862309,389.633098,0,12,71.3625713625714,285.897765681787,0.582373163333333,1.08015030335026
"1069","C11103",4069.525304,1,259.84,211.51,48.33,1731.958401,0.166667,0.166667,0.083333,0.25,12,4,7500,1105.027682,1586.594493,0,12,129.91974016052,577.319467,0.542603373866667,0.696477699169727
"1070","C11104",601.369472,1,35.8,35.8,0,0,0.083333,0.083333,0,0,0,1,750,255.502079,217.074658,0,12,35.8001432005728,NA,0.801825962666667,1.1770239849923
"1071","C11105",1050.92679,1,150,0,150,114.462798,0.5,0,0.5,0.083333,1,6,1000,238.619393,5303.958597,0,12,25,114.463255853023,1.05092679,0.0449889245242161
"1072","C11106",62.635576,1,611.31,0,611.31,0,1,0,1,0,0,37,1500,514.6675,139.832021,0.916667,12,50.9425,NA,0.0417570506666667,3.68061261161347
"1073","C11107",814.269404,0.875,0,0,0,1175.358928,0,0,0,0.125,1,0,1200,257.187514,205.446177,0,8,NA,1175.358928,0.678557836666667,1.25184862408026
"1074","C11108",1026.874467,0.909091,153.96,153.96,0,0,0.083333,0.083333,0,0,0,2,8500,1676.090994,266.069794,0.090909,12,153.960615842463,NA,0.120808760823529,6.29944109326442
"1075","C11109",42.125651,0.636364,453.89,453.89,0,0,0.25,0.25,0,0,0,3,6500,793.296498,127.427088,1,12,151.296666666667,NA,0.00648086938461538,6.22549342099068
"1076","C11110",367.596554,0.363636,0,0,0,1078.247446,0,0,0,0.166667,5,0,1200,274.204055,274.427951,0,12,NA,539.12264475471,0.306330461666667,0.999184135583915
"1077","C11111",3409.130731,1,0,0,0,4459.741851,0,0,0,0.666667,14,0,6000,2203.045653,1023.380975,0,12,NA,557.467452641274,0.568188455166667,2.15271312132806
"1078","C11112",15.216647,0.272727,133,133,0,0,0.166667,0.166667,0,0,0,2,1200,780.127863,89.546616,0,12,66.499867000266,NA,0.0126805391666667,8.71197481097443
"1079","C11113",206.305547,1,1594,1084,510,0,0.333333,0.25,0.166667,0,0,10,4500,1605.613993,119.213806,0.090909,12,398.500398500398,NA,0.0458456771111111,13.4683561147272
"1080","C11114",3892.22326,1,929.99,453,476.99,558.732109,1,0.5,1,0.083333,1,65,6500,951.737085,909.741196,0,12,77.4991666666667,558.734343937376,0.598803578461539,1.04616245717425
"1081","C11115",39.274052,0.545455,431.49,431.49,0,0,0.333333,0.333333,0,0,0,7,1500,745.768447,107.848735,0,12,107.872607872608,NA,0.0261827013333333,6.91494848780563
"1082","C11116",413.987831,1,985.79,892.8,92.99,0,0.5,0.5,0.25,0,0,16,3000,887.885624,176.216309,0,12,164.298333333333,NA,0.137995943666667,5.03861208442404
"1083","C11117",1549.600093,1,0,0,0,181.45033,0,0,0,0.083333,1,0,5000,793.363907,498.013895,0,12,NA,181.451055804223,0.3099200186,1.59305576604444
"1084","C11118",8.640998,0.363636,0,0,0,2777.200448,0,0,0,0.083333,1,0,6000,11267.69478,5.045387,0.5,12,NA,2777.21155684623,0.00144016633333333,2233.26670084971
"1085","C11119",85.79793,1,931.98,289.03,642.95,0,1,1,0.75,0,0,23,7500,875.423848,186.610054,0.416667,12,77.665,NA,0.011439724,4.69119336946336
"1086","C11120",48.157955,0.363636,648.24,286,362.24,0,0.333333,0.25,0.25,0,0,6,2000,753.720188,58.719455,0.363636,12,162.060162060162,NA,0.0240789775,12.8359533990906
"1087","C11121",4184.915498,1,0,0,0,3757.68359,0,0,0,0.5,13,0,5000,0,NA,0,12,NA,626.280598333333,0.8369830996,NA
"1088","C11122",4046.574741,1,1757.44,242.89,1514.55,19.677306,1,0.25,1,0.083333,1,68,4500,1721.705144,1111.315878,0,12,146.453333333333,19.6773847095388,0.899238831333333,1.54924911817016
"1089","C11123",1522.831212,1,0,0,0,1883.483223,0,0,0,0.5,7,0,5000,1110.576652,364.832651,0,10,NA,376.6966446,0.3045662424,3.044071436468
"1090","C11124",2016.049201,1,1372.57,620.77,751.8,3806.758546,0.75,0.583333,0.416667,0.75,27,16,5500,3582.470327,615.990784,0,12,152.507777777778,422.973171777778,0.366554400181818,5.81578559298705
"1091","C11125",72.251911,0.727273,665.5,228,437.5,0,0.416667,0.166667,0.333333,0,0,12,4000,1443.726409,106.632133,0.5,12,133.099893520085,NA,0.01806297775,13.5393184810436
