"","CUST_ID","BALANCE","BALANCE_FREQUENCY","PURCHASES","ONEOFF_PURCHASES","INSTALLMENTS_PURCHASES","CASH_ADVANCE","PURCHASES_FREQUENCY","ONEOFF_PURCHASES_FREQUENCY","PURCHASES_INSTALLMENTS_FREQUENCY","CASH_ADVANCE_FREQUENCY","CASH_ADVANCE_TRX","PURCHASES_TRX","CREDIT_LIMIT","PAYMENTS","MINIMUM_PAYMENTS","PRC_FULL_PAYMENT","TENURE","Monthly_Avg_PURCHASES","Monthly_CASH_ADVANCE","LIMIT_USAGE","MIN_PAYMENTS_RATIO"
"2446","C12519",1101.656754,1,1398.21,1243.5,154.71,0,0.75,0.416667,0.416667,0,0,16,7000,257.24454,346.844936,0,12,155.356666666667,717.7235629,0.157379536285714,0.741670162369042
"2447","C12520",4779.786334,1,1470.24,882.78,587.46,4962.936839,1,0.416667,1,0.535387,16.8981202,29,7000,4760.677367,1393.490557,0,12,122.52,620.366794691603,0.682826619142857,3.41636858828029
"2448","C12521",765.880394,0.909091,0,0,0,1966.812413,0,0,0,0.083333,1,0,8500,2953.858729,335.991369,0.181818,12,184.8991609,1966.82028028112,0.0901035757647059,8.79147204820014
"2449","C12522",4705.294706,1,0,0,0,5173.1911125,0,0,0,0.535387,16.8981202,0,9000,7523.26,1470.361933,0,12,184.8991609,899.460339741695,0.522810522888889,5.970555788321
"2450","C12523",2008.461205,1,0,0,0,2436.107429,0,0,0,0.083333,4,0,2900,3092.937061,681.529737,0.083333,12,184.8991609,2436.11717346869,0.692572829310345,4.53822759754355
"2451","C12524",2856.16815,1,29.5,29.5,0,103.141056,0.1,0.1,0,0.3,4,1,3000,508.056466,1267.37587,0,10,29.5,34.380352,0.95205605,0.400872762395263
"2452","C12525",198.12512,1,0,0,0,973.656086,0,0,0,0.166667,5,0,1200,253.475631,73.411615,0.083333,12,184.8991609,486.827069345861,0.165104266666667,3.45280009164762
"2453","C12526",27.851354,0.636364,262.71,0,262.71,0,0.583333,0,0.5,0,0,7,4000,404.572322,170.087703,0.738713,12,37.5300214457265,717.7235629,0.0069628385,2.37861006330364
"2454","C12527",1487.657507,1,4115.98,3912.2173709,140,0,0.75,0.666667,0.25,0,0,31,5000,3922.394684,474.667356,0.083333,12,457.331111111111,717.7235629,0.2975315014,8.26345994604272
"2455","C12528",5727.53,1,0,0,0,5173.1911125,0,0,0,0.535387,16.8981202,0,11772.09,7523.26,3127.192305,0,12,184.8991609,2558.53,0.727703383333333,5.86531075836732
"2456","C12529",107.944741,0.875,118.16,118.16,0,472.818286,0.125,0.125,0,0.125,1,2,2500,192.781455,56.999671,0.25,8,118.16,472.818286,0.0431778964,3.38215031100794
"2457","C12530",117.777688,0.727273,853.3,853.3,0,0,0.25,0.25,0,0,0,3,2000,851.921672,73.600798,0,12,284.433333333333,717.7235629,0.058888844,11.5748972178264
"2458","C12531",862.481024,1,2267.38,1674.75,592.63,282.991201,1,0.7991299,0.666667,0.166667,2,41,4500,3644.186477,341.5862,0.333333,12,188.948333333333,141.495317509365,0.191662449777778,10.6684241839981
"2459","C12532",7.153512,0.3,104.95,0,104.95,0,0.4,0,0.3,0,0,4,1500,271.567821,71.59927,0,10,26.2375,717.7235629,0.004769008,3.79288533249012
"2460","C12533",48.242289,0.727273,470.69,57,413.69,0,0.416667,0.083333,0.333333,0,0,5,11772.09,746.951133,156.812691,0.416667,12,94.1379246896602,717.7235629,0.00268012716666667,4.76333342815984
"2461","C12534",490.368785,1,932.03,231.87,700.16,987.069944,0.416667,0.083333,0.25,0.083333,1,5,5500,3170.370677,269.655125,0.083333,12,186.405850875319,987.073892295569,0.0891579609090909,11.7571311763498
"2462","C12535",1848.248809,1,307.12,307.12,0,0,0.083333,0.083333,0,0,0,2,8500,3421.846931,470.192366,0,12,307.121228484914,717.7235629,0.217441036352941,7.27754676263715
"2463","C12536",1417.979193,1,0,0,0,97.106059,0,0,0,0.285714,4,0,1500,201.425194,233.54565,0,7,184.8991609,48.5530780530781,0.945319462,0.862466048928764
"2464","C12537",510.504804,0.727273,57,57,0,5173.1911125,0.083333,0.083333,0,0.166667,6,1,11772.09,7523.26,256.881348,0.142857,12,57.000228000912,2558.53,0.04084038432,58.5626990714795
"2465","C12538",339.294514,1,2601.6,0,2219.7438751,0,1,0,1,0,0,12,1800,2582.18354,2374.370421,0.738713,12,216.8,717.7235629,0.188496952222222,1.08752346186678
"2466","C12539",5151.912071,1,0,0,0,2873.077058,0,0,0,0.166667,4,0,7000,1362.424363,1240.254115,0,12,184.8991609,1436.53565592869,0.735987438714286,1.09850420693827
"2467","C12540",1203.464556,1,440,0,440,1472.061257,0.333333,0,0.25,0.083333,3,4,3000,584.787421,267.430198,0,12,110.00011000011,1472.06714526858,0.401154852,2.18669179985426
"2468","C12541",5727.53,1,716.76,54.46,662.3,2365.445125,1,0.083333,0.916667,0.416667,10,33,7000,1364.331914,1968.717366,0,12,59.73,473.088646529083,0.919703461428571,0.693005475322251
"2469","C12542",407.177714,0.909091,4236.36,2325.16,1911.2,0,0.833333,0.5,0.75,0,0,29,11772.09,3746.674803,167.823077,0.738713,12,423.636169454468,717.7235629,0.0220096061621622,22.3251466364188
"2470","C12543",3929.705042,1,935.71,0,935.71,5093.44832,0.833333,0,0.75,0.166667,3,34,6000,6409.769007,1447.893709,0,12,93.571037428415,2546.71906656187,0.654950840333333,4.42696101734357
"2471","C12544",5727.53,1,473.51,70,403.51,1031.583943,0.583333,0.083333,0.5,0.166667,4,11,7500,1593.897063,3196.171515,0,12,67.6443243681854,515.79093991812,0.9212077688,0.498689465042679
"2472","C12545",1054.905969,1,885.44,0,885.44,0,0.833333,0,0.833333,0,0,64.4251306,1000,1057.25415,1613.401207,0,12,88.5440354176142,717.7235629,1.054905969,0.655295251678834
"2473","C12546",3664.282588,1,493.34,260,233.34,0,0.416667,0.083333,0.416667,0,0,6,9500,1050.91005,821.066878,0,12,98.6679210656631,717.7235629,0.385713956631579,1.2799323394458
"2474","C12547",5727.53,0.909091,2155.13,1325.34,829.79,1650.039631,1,0.583333,1,0.416667,16.8981202,64.4251306,7500,7523.26,3163.402977,0,12,179.594166666667,330.00766219387,0.859076952933333,3.06303121842197
"2475","C12548",4570.04875,1,888.98,888.98,0,1825.929322,0.416667,0.416667,0,0.166667,2,7,6000,1179.34586,1200.960907,0,12,177.795857763314,912.96283507433,0.761674791666667,0.982001872938567
"2476","C12549",3573.583803,0.888889,2513.46,2513.46,0,5173.1911125,0.222222,0.222222,0,0.444444,12,6,9000,4776.370808,836.641054,0,9,800.03,1545.30996780997,0.397064867,5.70898449838681
"2477","C12550",96.699394,0.545455,1475.23,1475.23,0,0,1,0.7991299,0,0,0,14,4000,1595.023315,34.819015,0,12,122.935833333333,717.7235629,0.0241748485,45.80897291322
"2478","C12551",4968.771623,1,3441.3,2416.7,1024.6,0,1,0.333333,0.833333,0,0,26,11500,1385.717858,1499.391822,0,12,286.775,717.7235629,0.432067097652174,0.924186618646237
"2479","C12552",1031.936983,0.727273,2308,608,1700,0,0.416667,0.083333,0.333333,0,0,9,3000,245.914697,564.472958,0,12,461.599630720295,717.7235629,0.343978994333333,0.435653636750478
"2480","C12553",3.847042,0.5,182.08,0,182.08,0,1,0,0.875,0,0,8,1500,191.067061,54.734326,0.5,8,22.76,717.7235629,0.00256469466666667,3.49080869288497
"2481","C12554",166.258538,0.909091,1377.31,827.35,549.96,133.878836,1,0.083333,1,0.083333,1,14,11772.09,1770.052426,190.754221,0.090909,12,114.775833333333,133.879371517486,0.010391158625,9.27923071227871
"2482","C12555",1589.449271,1,255.75,187,68.75,0,0.333333,0.166667,0.166667,0,0,5,3500,599.044421,586.693702,0,12,63.9375639375639,717.7235629,0.454128363142857,1.02105139182149
"2483","C12556",2305.313527,1,255.7,229.02,26.68,14.222216,0.545455,0.454545,0.181818,0.090909,1,8,6500,620.437714,505.940539,0,11,42.6166311528074,14.2222302222302,0.354663619538461,1.22630559556723
"2484","C12557",818.310935,0.545455,1071.8,1020,51.8,752.292181,0.333333,0.25,0.166667,0.166667,3,6,2500,4763.080391,751.737661,0.2,12,267.950267950268,376.145338209324,0.327324374,6.33609387703671
"2485","C12558",102.751154,1,1063.69,0,1063.69,0,1,0,1,0,0,29,7000,1928.089519,164.687639,0.454545,12,88.6408333333333,717.7235629,0.0146787362857143,11.7075545603031
"2486","C12559",5727.53,1,1347.7,0,1347.7,0,0.583333,0,0.583333,0,0,9,11772.09,2704.076105,2580.556298,0,12,192.528681444961,717.7235629,0.736557894193548,1.04786557344079
"2487","C12560",2008.004976,1,75.5,75.5,0,0,0.166667,0.166667,0,0,0,2,5000,485.389275,603.340807,0,12,37.749924500151,717.7235629,0.4016009952,0.804502644887403
"2488","C12561",5727.53,0.666667,0,0,0,5173.1911125,0,0,0,0.166667,1,0,11500,1828.239171,1952.041626,0,6,184.8991609,2558.53,0.511323362695652,0.936577963629962
"2489","C12562",5354.109275,1,0,0,0,2660.070252,0,0,0,0.333333,7,0,7000,1408.437818,1228.996607,0,12,184.8991609,665.018228018228,0.764872753571429,1.1460062704632
"2490","C12563",3207.605367,0.909091,0,0,0,3766.7883,0,0,0,0.090909,5,0,9000,750.543668,1131.588644,0,11,184.8991609,2558.53,0.356400596333333,0.663265464866224
"2491","C12564",4319.531807,1,0,0,0,5173.1911125,0,0,0,0.535387,16.8981202,0,7500,7523.26,1348.605697,0,12,184.8991609,1135.73802763099,0.575937574266667,7.66713241164663
"2492","C12565",1343.165153,1,291.62,0,291.62,1461.717523,1,0,0.857143,0.142857,4,7,1500,276.342352,849.32088,0,7,41.66,1461.71898471898,0.895443435333333,0.325368607445516
"2493","C12566",705.645246,1,1325.21,1017.21,308,0,0.75,0.583333,0.416667,0,0,14,3000,860.265446,227.004657,0,12,147.245555555556,717.7235629,0.235215082,3.78963787513839
"2494","C12567",112.01046,1,229,229,0,0,0.181818,0.181818,0,0,0,4,150,119.62682,252.515849,0,11,114.500114500114,717.7235629,0.7467364,0.473739848305522
"2495","C12568",1978.041097,1,0,0,0,1922.461395,0,0,0,0.166667,4,0,5500,1481.136548,477.284193,0,12,184.8991609,961.22877504245,0.359643835818182,3.10325916869407
"2496","C12569",468.769607,1,585.68,445.98,139.7,856.77615,0.666667,0.416667,0.416667,0.535387,16.8981202,12,4500,1368.204953,201.964603,0,12,73.2099633950183,95.19735,0.104171023777778,6.77447895659221
"2497","C12570",15.531077,0.090909,0,0,0,1630.319983,0,0,0,0.083333,4,0,2000,1898.347582,32.585321,0,12,184.8991609,1630.32650430602,0.0077655385,58.2577529925208
"2498","C12571",1003.058842,1,1627,1627,0,0,0.333333,0.333333,0,0,0,12,1200,1897.171179,613.912928,0,12,406.750406750407,717.7235629,0.835882368333333,3.09029357824502
"2499","C12572",220.938626,1,2310.61,1375.61,935,0,1,0.7991299,0.5,0,0,33,11772.09,2588.893066,190.034881,0.738713,12,192.550833333333,717.7235629,0.0122743681111111,13.6232519649906
"2500","C12573",5236.290986,1,1780.79,1080.65,700.14,657.93913,1,0.666667,1,0.166667,5,64.4251306,11772.09,1230.806488,1182.650916,0,12,148.399166666667,328.968907062186,0.308017116823529,1.04071833146071
"2501","C12574",505.333425,0.909091,5176.62,3912.2173709,0,0,0.666667,0.666667,0,0,0,33,8500,4971.981428,172.888946,0.6,12,647.077176461412,717.7235629,0.0594509911764706,28.758237834361
"2502","C12575",17.896575,0.909091,265.97,0,265.97,0,1,0,0.916667,0,0,14,1000,224.528678,120.554003,0.545455,12,22.1641666666667,717.7235629,0.017896575,1.86247384916783
"2503","C12576",5550.171932,1,1026.26,1026.26,0,256.963408,0.583333,0.583333,0,0.083333,1,12,11000,1322.74282,1417.69815,0,12,146.608655204946,256.964435857743,0.504561084727273,0.933021475692833
"2504","C12577",236.507753,1,2692.65,2072.32,620.33,0,1,0.7991299,0.583333,0,0,45,1500,2375.560677,178.352824,0.738713,12,224.3875,717.7235629,0.157671835333333,13.3194452642925
"2505","C12578",1132.282217,1,0,0,0,68.520455,0,0,0,0.083333,1,0,1200,281.613657,240.366583,0,12,184.8991609,68.5207290829163,0.943568514166667,1.17160070041849
"2506","C12579",247.857188,0.454545,0,0,0,872.983058,0,0,0,0.333333,10,0,1200,253.663706,260.21665,0,12,184.8991609,218.245982745983,0.206547656666667,0.974817353155534
"2507","C12580",3312.222433,1,3729.7,2169.35,1560.35,0,1,0.7991299,1,0,0,64.4251306,8000,4974.329762,931.22828,0,12,310.808333333333,717.7235629,0.414027804125,5.34168674731399
"2508","C12581",1373.252757,1,0,0,0,79.435812,0,0,0,0.166667,3,0,1500,303.776791,466.08332,0,12,184.8991609,39.7178265643469,0.915501838,0.65176499128954
"2509","C12582",71.542751,1,561.38,0,561.38,0,1,0,1,0,0,32,1500,482.868194,168.926878,0.416667,12,46.7816666666667,717.7235629,0.0476951673333333,2.85844502495334
"2510","C12583",0,0,609,0,609,0,1,0,1,0,0,12,2500,893.429001,721.9256368,0,12,50.75,717.7235629,0,9.3500701
"2511","C12584",147.418569,0.181818,1074,1074,0,0,0.083333,0.083333,0,0,0,2,5500,0,721.9256368,0,12,800.03,717.7235629,0.0268033761818182,9.3500701
"2512","C12585",774.645244,1,190.54,0,190.54,2467.204866,0.416667,0,0.333333,0.25,4,6,1200,2365.524893,423.0202,0.166667,12,38.1079695136244,822.401622,0.645537703333333,5.59199038958423
"2513","C12586",727.467671,1,420.88,0,420.88,429.481253,0.416667,0,0.333333,0.333333,4,7,4500,1190.41941,205.529399,0,12,84.1759326592539,107.370420620421,0.161659482444444,5.79196657895156
"2514","C12587",1115.208504,1,30,30,0,1484.671104,0.083333,0.083333,0,0.416667,11,1,1500,1839.908719,570.913732,0.083333,12,30.00012000048,296.933983252813,0.743472336,3.22274385055429
"2515","C12588",366.441008,0.636364,0,0,0,2838.753109,0,0,0,0.083333,3,0,3000,4634.133777,476.217118,0.25,12,184.8991609,2558.53,0.122147002666667,9.73113649602155
"2516","C12589",3891.346976,1,3629.8,50,2219.7438751,2538.561644,1,0.083333,1,0.166667,5,64.4251306,7500,7523.26,4725.470314,0.083333,12,302.483333333333,1269.27828344343,0.518846263466667,1.74784970556901
"2517","C12590",5727.53,1,1080,0,1080,3968.684047,0.666667,0,0.666667,0.25,16.8981202,24,8500,4365.058558,5609.1065423,0,12,134.999932500034,1322.89468233333,0.875599893176471,0.725120961536049
"2518","C12591",752.485849,0.727273,0,0,0,1075.239192,0,0,0,0.083333,4,0,1200,1321.798347,145.445603,0,12,184.8991609,1075.24349297397,0.627071540833333,9.08792235541146
"2519","C12592",537.491488,1,1672.99,972.01,700.98,0,0.583333,0.416667,0.416667,0,0,25,1600,1306.526458,968.817429,0.25,12,238.998707999262,717.7235629,0.33593218,1.34857860613488
"2520","C12593",1890.946618,1,0,0,0,4561.090005,0,0,0,0.25,7,0,2500,4847.513095,507.635447,0.090909,12,184.8991609,1520.363335,0.7563786472,9.54920134842357
"2521","C12594",11.269672,0.636364,248.31,0,248.31,0,0.416667,0,0.416667,0,0,10,9500,36.844388,66.224535,0,12,49.6619602704318,717.7235629,0.00118628126315789,0.556355556139428
"2522","C12595",50.006512,0.454545,701.25,0,701.25,0,0.333333,0,0.25,0,0,5,3500,1834.431851,132.939468,0.738713,12,175.312675312675,717.7235629,0.0142875748571429,13.7990009934446
"2523","C12596",5115.712849,1,4378.8,3195.58,1183.22,0,0.833333,0.333333,0.75,0,0,19,10000,2241.246911,1320.011574,0,12,437.88017515207,717.7235629,0.5115712849,1.69789943902416
"2524","C12597",984.724235,1,5276.46,3912.2173709,2219.7438751,0,1,0.333333,1,0,0,56,7500,7523.26,252.899236,0.738713,12,800.03,717.7235629,0.131296564666667,43.9399665090329
"2525","C12598",952.379745,1,481.75,431.75,50,0,0.833333,0.666667,0.416667,0,0,20,1200,449.280028,273.503587,0,12,48.1750192700077,717.7235629,0.7936497875,1.64268422556374
"2526","C12599",160.681189,0.909091,993.5,896,97.5,0,0.333333,0.166667,0.166667,0,0,9,6500,980.963861,140.519148,0.090909,12,248.375248375248,717.7235629,0.0247201829230769,6.9809977854406
"2527","C12600",3461.183622,1,200,200,0,108.408059,0.083333,0.083333,0,0.083333,1,1,3500,1322.74089,3419.12662,0,12,200.0008000032,108.408492633971,0.988909606285714,0.386865137506958
"2528","C12601",232.638142,1,3161.02,2012.38,1148.64,0,1,0.583333,1,0,0,22,7000,2608.402427,156.424862,0.4,12,263.418333333333,717.7235629,0.0332340202857143,16.6751141324325
"2529","C12602",126.134681,1,1197.12,1197.12,0,0,1,0.7991299,0,0,0,12,9000,936.326494,180.002457,0.454545,12,99.76,717.7235629,0.0140149645555556,5.20174285176563
"2530","C12603",1958.649839,0.857143,1759.46,1759.46,0,3240.789709,0.571429,0.571429,0,0.535387,16,11,7000,226.879675,415.235431,0,7,439.864670101497,540.131528144745,0.279807119857143,0.546388044135858
"2531","C12604",24.099873,1,294,0,294,0,1,0,1,0,0,12,5000,303.409519,185.055438,0.666667,12,24.5,717.7235629,0.0048199746,1.63956013548762
"2532","C12605",4424.767314,0.833333,0,0,0,5173.1911125,0,0,0,0.535387,13,0,7000,864.1411,983.378772,0,6,184.8991609,1753.3812048094,0.632109616285714,0.878746953467895
"2533","C12606",2297.708974,1,0,0,0,797.536774,0,0,0,0.083333,2,0,3000,893.62955,469.990207,0,12,184.8991609,797.539964159857,0.765902991333333,1.90137908554337
"2534","C12607",1667.269812,1,86.69,86.69,0,715.747319,0.083333,0.083333,0,0.083333,2,1,5500,313.750208,351.085178,0,12,86.690346761387,715.750182000728,0.303139965818182,0.893658370277312
"2535","C12608",74.254958,1,952.16,463.04,489.12,0,1,0.7991299,0.583333,0,0,24,7000,913.302873,174.963013,0.738713,12,79.3466666666667,717.7235629,0.0106078511428571,5.21997682447318
"2536","C12609",9.526312,0.545455,92.02,0,92.02,0,0.5,0,0.5,0,0,6,1600,100.915736,82.436727,0.5,12,15.3366666666667,717.7235629,0.005953945,1.22415990630002
"2537","C12610",95.853493,0.545455,796.9,0,796.9,0,0.75,0,0.75,0,0,9,1950,1475.770687,160.568063,0.222222,12,88.5444444444444,717.7235629,0.0491556374358974,9.1909353543114
"2538","C12611",772.206384,1,1319.19,1296.69,22.5,1581.026455,0.666667,0.666667,0.083333,0.333333,6,27,1200,2853.125011,528.790549,0.166667,12,164.898667550666,395.257009007009,0.64350532,5.39556733076181
"2539","C12612",533.163378,0.909091,0,0,0,930.378581,0,0,0,0.166667,2,0,1800,1753.60425,206.790234,0.111111,12,184.8991609,465.18836012328,0.296201876666667,8.48011154143769
"2540","C12613",66.65712,1,585.87,585.87,0,0,1,0.7991299,0,0,0,12,10000,570.478919,182.613309,0.738713,12,48.8225,717.7235629,0.006665712,3.12397230039789
"2541","C12614",918.401897,0.454545,0,0,0,3176.804663,0,0,0,0.166667,2,0,3500,4404.853578,254.748687,0,12,184.8991609,1588.39915470169,0.262400542,17.2909765693905
"2542","C12615",1630.676858,1,0,0,0,275.166058,0,0,0,0.090909,1,0,1950,558.164261,495.630406,0,11,184.8991609,275.166333166333,0.836244542564103,1.12617033628885
"2543","C12616",2384.257016,1,0,0,0,99.110887,0,0,0,0.166667,2,0,2500,564.37975,847.079637,0,12,184.8991609,49.5553443893112,0.9537028064,0.666265278196033
"2544","C12617",25.706551,0.909091,133.86,0,133.86,0,0.333333,0,0.25,0,0,6,9500,148.214416,167.952263,0.222222,12,33.4650334650335,717.7235629,0.00270595273684211,0.882479422143898
"2545","C12618",956.303408,0.857143,1451.5,1451.5,0,0,0.571429,0.571429,0,0,0,54,1200,210.435488,886.458108,0,7,362.874727843954,717.7235629,0.796919506666667,0.237389094984734
"2546","C12619",40.627614,1,528.08,528.08,0,0,1,0.7991299,0,0,0,16,2000,384.322913,174.894699,0.333333,12,44.0066666666667,717.7235629,0.020313807,2.19745318295782
"2547","C12620",5010.879703,1,0,0,0,2181.390333,0,0,0,0.25,7,0,7000,1327.690018,1273.479311,0,12,184.8991609,727.130111,0.715839957571428,1.04256897346642
"2548","C12621",1822.259235,1,0,0,0,1672.653551,0,0,0,0.25,4,0,2500,589.389711,428.293387,0,12,184.8991609,557.551183666667,0.728903694,1.37613544567757
"2549","C12622",4936.913341,1,407.81,351.81,56,2790.468488,0.333333,0.25,0.083333,0.333333,7,4,5000,2189.546633,2473.447437,0,12,101.952601952602,697.61781961782,0.9873826682,0.885220603537733
"2550","C12623",93.964086,1,815.34,149.04,666.3,0,0.916667,0.25,0.75,0,0,14,2500,361.786239,125.693866,0.3,12,74.1217912284395,717.7235629,0.0375856344,2.87831260596281
"2551","C12624",512.946312,1,4391.87,3912.2173709,448.5,422.496562,1,0.7991299,0.666667,0.166667,2,46,11772.09,4962.461845,175.713135,0.738713,12,365.989166666667,211.247858504283,0.0310876552727273,28.2418377260186
"2552","C12625",680.889818,1,2445.24,2253.76,191.48,0,1,0.7991299,0.333333,0,0,36,3400,2082.619124,192.20043,0,12,203.77,717.7235629,0.200261711176471,10.8356631876422
"2553","C12626",2177.338711,1,0,0,0,430.534073,0,0,0,0.083333,2,0,2500,943.909555,663.690608,0,12,184.8991609,430.535795143181,0.8709354844,1.42221321745749
"2554","C12627",1055.833418,1,351.54,61.54,290,0,1,0.083333,0.916667,0,0,13,3000,585.022975,251.539573,0,12,29.295,717.7235629,0.351944472666667,2.32576913454489
"2555","C12628",153.949311,0.363636,0,0,0,3988.242395,0,0,0,0.25,7,0,11500,2699.969008,17.401529,0,12,184.8991609,1329.41413166667,0.0133868966086957,155.156998445366
"2556","C12629",5727.53,1,141.8,141.8,0,1651.286918,0.125,0.125,0,0.535387,12,2,10000,933.969974,919.289675,0,8,141.8,183.476324222222,0.5906184924,1.01596917641874
"2557","C12630",1061.394006,1,0,0,0,320.869981,0,0,0,0.333333,8,0,8500,273.383468,319.905806,0,12,184.8991609,80.2175754675755,0.124869883058824,0.854574886959069
"2558","C12631",8.187263,0.111111,0,0,0,793.848237,0,0,0,0.111111,1,0,1350,0,721.9256368,0,9,184.8991609,793.849030849031,0.00606463925925926,9.3500701
"2559","C12632",126.018616,1,1218.24,0,1218.24,0,1,0,1,0,0,18,5000,1040.640647,153.824693,0.272727,12,101.52,717.7235629,0.0252037232,6.76510790761013
"2560","C12633",462.598215,1,1319.26,1319.26,0,0,0.083333,0.083333,0,0,0,1,3500,98.018318,281.813294,0,12,800.03,717.7235629,0.132170918571429,0.347812967261935
"2561","C12634",195.575108,1,2984.34,2754.92,229.42,0,1,0.7991299,0.416667,0,0,28,11772.09,1885.940209,196.257674,0.738713,12,248.695,717.7235629,0.0134879384827586,9.60951065281656
"2562","C12635",4759.70237,1,614.01,473.01,141,5173.1911125,1,0.7991299,0.083333,0.5,8,14,7500,7324.826511,1023.038321,0,12,51.1675,1131.87691716667,0.634626982666667,7.1598750121502
"2563","C12636",1581.742203,1,0,0,0,335.348071,0,0,0,0.166667,2,0,1800,463.88804,448.969242,0,12,184.8991609,167.6737001526,0.878745668333333,1.03322899790093
"2564","C12637",1026.201421,1,0,0,0,244.88819,0,0,0,0.166667,2,0,1200,440.519737,320.383825,0,12,184.8991609,122.4438501123,0.855167850833333,1.3749749601123
"2565","C12638",1585.806548,1,0,0,0,274.3843,0,0,0,0.083333,1,0,2000,566.302426,351.844812,0,12,184.8991609,274.38539754159,0.792903274,1.60952330881605
"2566","C12639",645.181409,0.636364,0,0,0,2014.386387,0,0,0,0.166667,2,0,1400,2185.891694,436.135143,0,12,184.8991609,1007.19117911764,0.460843863571429,5.01195954759371
"2567","C12640",237.861439,1,569.02,246.89,322.13,1431.673728,0.5,0.083333,0.416667,0.083333,3,6,3200,589.35887,186.59462,0.083333,12,94.8366666666667,1431.67945471782,0.0743316996875,3.15849872841993
"2568","C12641",297.004363,1,2729,1409,1320,0,1,0.083333,1,0,0,14,11772.09,1275.398838,177.970856,0.25,12,227.416666666667,717.7235629,0.0180002644242424,7.1663353577397
"2569","C12642",2895.765754,0.909091,2753.35,1960,793.35,0,0.727273,0.090909,0.636364,0,0,8,9000,861.251403,906.390801,0,11,344.168620936767,717.7235629,0.321751750444444,0.950198746555902
"2570","C12643",14.58126,0.272727,87.3,0,87.3,0,0.083333,0,0.083333,0,0,1,8000,669.767901,162.269258,0.738713,12,87.3003492013968,717.7235629,0.0018226575,4.12750948180215
"2571","C12644",310.795046,0.909091,0,0,0,2810.45573,0,0,0,0.166667,2,0,7500,2811.544882,111.338928,0.1,12,184.8991609,1405.22505454989,0.0414393394666667,25.2521281864686
"2572","C12645",3470.333673,1,1184.98,757.95,427.03,5173.1911125,0.5,0.333333,0.333333,0.535387,16.8981202,14,7000,4291.341088,946.341931,0,12,197.496666666667,796.26783874108,0.495761953285714,4.53466231118528
"2573","C12646",989.022229,1,0,0,0,559.200528,0,0,0,0.416667,5,0,1200,1071.879544,263.735953,0,12,184.8991609,111.840016127987,0.824185190833333,4.06421472615833
"2574","C12647",2048.834742,1,3342.9,1907.9,1435,436.15809,1,0.3,0.9,0.1,5,45,2500,1685.441335,2766.440973,0,10,334.29,436.15809,0.8195338968,0.60924536306743
"2575","C12648",3037.476732,0.727273,1225.79,0,1225.79,5173.1911125,1,0,1,0.25,10,58,5100,7523.26,1347.127384,0,12,102.149166666667,2186.784246,0.595583672941177,5.78954228949146
"2576","C12650",1072.257388,1,0,0,0,39.265903,0,0,0,0.083333,1,0,1200,286.46296,263.950897,0,12,184.8991609,39.2660600642403,0.893547823333333,1.08528882930828
"2577","C12651",5097.916969,1,139.67,139.67,0,3365.390269,0.5,0.5,0,0.25,16.8981202,6,6000,3313.162847,2759.80377,0,12,23.2783333333333,1121.79675633333,0.849652828166667,1.20050667479159
"2578","C12652",975.820862,1,66.72,0,66.72,0,0.333333,0,0.333333,0,0,4,1000,254.277454,199.50774,0,12,16.6800166800167,717.7235629,0.975820862,1.27452425655265
"2579","C12653",5727.53,1,577.98,358.02,219.96,2191.528662,1,0.083333,1,0.333333,7,13,6000,1771.36501,1842.75662,0,12,48.165,547.882713382713,0.971305113,0.961258253409503
"2580","C12654",5727.53,1,0,0,0,2925.55754,0,0,0,0.083333,9,0,8500,1738.415018,1785.269757,0,12,184.8991609,2558.53,0.887480086588235,0.973754812785976
"2581","C12655",87.802127,0.818182,803.95,803.95,0,0,0.5,0.5,0,0,0,8,1000,1134.379946,137.584907,0.666667,12,133.991666666667,717.7235629,0.087802127,8.24494467260133
"2582","C12656",3268.304631,1,340.57,250.48,90.09,2671.441618,0.583333,0.083333,0.5,0.333333,10,8,6000,1282.359,1027.045756,0,12,48.6528849445057,667.861072361072,0.5447174385,1.24858994110872
"2583","C12657",45.295495,1,451.01,0,451.01,0,1,0,1,0,0,64.4251306,7500,481.372024,172.53607,0.666667,12,37.5841666666667,717.7235629,0.00603939933333333,2.78997906930418
"2584","C12658",234.183227,1,617.3,169.8,447.5,282.667958,0.916667,0.166667,0.75,0.25,4,12,2500,1436.234437,169.80316,0.25,12,56.1181614115777,94.2226526666667,0.0936732908,8.45823150169879
"2585","C12659",36.868847,1,360,0,360,0,0.5,0,0.416667,0,0,6,3000,286.431721,91.31394,0,12,60,717.7235629,0.0122896156666667,3.1367797841162
"2586","C12660",334.1265,0.818182,0,0,0,1783.362859,0,0,0,0.416667,10,0,1400,1811.558237,176.978122,0.181818,12,184.8991609,356.672286462171,0.238661785714286,10.2360575224095
"2587","C12661",193.12654,1,1955.98,0,1955.98,0,1,0,1,0,0,53,2500,1891.721179,203.382558,0.666667,12,162.998333333333,717.7235629,0.077250616,9.30129504517295
"2588","C12663",443.202789,1,350.31,0,350.31,153.173663,0.25,0,0.166667,0.25,3,3,4500,398.335288,223.457783,0,12,116.77,51.0578876666667,0.0984895086666667,1.78259751194256
